year,gdp_pc,edu_exp,water_acc,urban_pop,health_exp,life_exp,iso3,sfa_score,urban_water_idx,health_exp_growth,gdp_pc_lag1,health_exp_lag1,dea_score_lag1,sfa_score_lag1,dea_score
2011,0.7257651845912438,0.9210686864368324,0.5311821291190509,0.17063837269772159,0.5365990595352361,0.1598411160553233,ABW,-0.26934759177098044,0.24015909205317287,-0.32378456645491105,0.728336886150226,0.6043515263057467,-1.6363450799926917,-0.12969958559815176,0.2846905242887489
2012,0.7008004263620311,1.1200706053240763,0.5385959385886085,0.1631697568511309,0.5426774218110515,0.23666983966690472,ABW,-0.06588168318106068,0.23677285261889727,-0.12185928926265088,0.7528572130469487,0.575175598714724,-1.6924995881744405,-0.2278106513169612,0.2739923952832135
2013,0.7479223724573437,1.1627944837469146,0.5385959385886085,0.15514879063442877,0.5569874714871663,0.26666354100287687,ABW,-0.056744669556409395,0.22981949620515704,-0.07713541637448589,0.7289163726679819,0.5810378817715678,-1.76202596232863,-0.031976799602218484,0.27347426216136655
2014,0.751419678133781,0.8910705341424393,0.5385959385886085,0.14660732674162186,0.5499939093379557,0.16239685021856434,ABW,-0.19208949700985578,0.22241686164210803,-0.19373245801569622,0.7740902695639902,0.5948352741493766,-1.7654134525787653,-0.023182517632889144,0.3008674498783778
2015,0.776659425162764,0.9086023944146394,0.5385959385886085,0.13757721869225475,0.8458181551186092,0.7228263624360877,ABW,0.28624417087460197,0.21459291217312496,1.2299522936837772,0.7774403934723172,0.5880929485795262,-1.5888514712174566,-0.15345052692036143,0.3852997202968064
2016,0.781358013373664,0.7163618229460207,0.5385959385886085,0.12809032161489486,0.8385950243141183,0.7177732378883768,ABW,0.31081137681343685,0.20637560225783877,-0.19351109922270937,0.8016073350323863,0.8721524202680692,-1.0750308284433643,0.3069407260214335,0.4126542685602044
2017,0.8158009027167887,0.16586479526422643,0.49945615774198726,0.11817849299092378,0.8343167609373815,0.6243479136515924,ABW,0.23945756516701414,0.18181765166581362,-0.17787661417975875,0.806104158552045,0.8652438938105248,-0.917631230569327,0.33058640995056765,0.4798759755840257
2018,0.8461351900653497,0.21856998075423062,0.4883792923088226,0.10787359335885272,0.8583628243776105,0.6637071065944483,ABW,0.28369834990420045,0.16846175852418344,-0.029597923830129866,0.8390484171460413,0.8611513348535436,-0.5478705389233355,0.26190909753942343,0.4337073284492735
2019,0.8557316879706046,0.15398027153240726,0.49256895667087425,0.09720748697951247,0.8703955908129524,0.6563301901169774,ABW,0.27423286328817764,0.16101403572822484,-0.09213360962606482,0.8680343944110663,0.884147504380604,-0.7992910781331714,0.3044903994293029,0.3867868823427105
2020,0.5900180437837812,-0.08725931933516456,0.5538107855542633,0.08495654478410027,0.5507272497717877,0.3046539777344081,ABW,0.21497963198412906,0.17517564321674045,-2.026540306251067,0.8771988207738429,0.8956493016714535,-1.0663651026373255,0.2953799655722674,0.33098982651586023
2021,0.7333552462536465,-0.3448838392956258,0.5395983684736744,0.08172190438867809,0.5621503882586245,0.16820212783778496,ABW,-0.02444273778547014,0.16665148660999865,-0.0928499068467386,0.622454208686885,0.5888000065965246,-1.4004535056205256,0.2383493377229429,0.3617327157835036
2022,0.8384033309571259,0.24335199900983262,0.4826027983650272,0.07973136807944121,0.8537299935309794,0.665417508679134,ABW,0.5652424063968609,0.142024467302531,1.2111940856243004,0.7601323324589683,0.5998118700902919,-1.2140706629511993,0.007907760637164253,0.4760989102983539
2023,0.9134419400040915,0.3598557242032005,0.4877336598730222,0.07775590854643992,1.0337520123219435,0.7688796249549281,ABW,0.5689898884844173,0.14239393135016326,0.7089069855662653,0.860648725247807,0.8797181117335559,-0.5680358324891318,0.5754736682848028,0.5554398647061767
2024,0.9750664558334358,0.3941949256844825,0.5776858566644999,0.0758580008744974,1.1579833215662971,0.849233014515347,ABW,0.5932742040925455,0.1768719228981874,0.4455948350203624,0.9322550793704941,1.051431680174759,-0.15861135078171285,0.5790805813864828,0.5871218770945028
2025,0.5631725793901691,0.1781360827130366,0.5873400676877174,0.3048961926439075,0.5303462330917211,0.34435336478999856,ABW,0.28369834990420045,0.3813162483876267,-3.746797734233746,0.9909410314843657,1.1694539603944565,-0.0029879662194926978,0.6024539862716283,1
2001,-1.777702440585255,-0.24398832051076438,-3.4173772682283166,-1.7843353273267488,-1.7470551706135358,-1.8080803049182872,AFG,-1.9378861382289485,-1.8436191613868351,-0.4208367286241768,-1.6878703051128283,-1.6751657093837764,0.3705774673004733,-1.8606985156573799,0.7008769930811718
2002,-1.6538992518000981,-0.17958762957910385,-3.2949270032998434,-1.7756108289453496,-1.4373398585555341,-1.740057205407157,AFG,-2.0005655163985083,-1.82758221952159,1.8060403533424818,-1.757359046265502,-1.7087641479400006,0.5226953209508192,-1.8337619015873488,0.6096487172815501
2003,-1.6392296504328139,-0.2538353505055176,-3.1725121814764807,-1.7660686700890005,-1.4368266503093334,-1.6852753959993136,AFG,-1.8223592312856562,-1.8110157523707742,-0.1513182595576769,-1.6269997552201625,-1.3882152735836926,0.10511369776959699,-1.8940901606804692,0.6197365589345286
2004,-1.6529709732600935,-0.45353995619434373,-3.0490239276008766,-1.7556324030082964,-1.3845824582097226,-1.6613229189992744,AFG,-1.6369738424027724,-1.7937252052798018,0.22422558279249735,-1.6116053542316786,-1.3876873169574575,0.1528573889914643,-1.7225684376788872,0.666851732919457
2005,-1.6077247172639293,-0.607337941975206,-2.924474041329447,-1.7422671015355664,-1.3132234404199483,-1.6416502491041824,AFG,-1.6030867950123497,-1.7750268394052708,0.3505431197481106,-1.626025289194053,-1.3339957243795921,0.3705966857262773,-1.5441369008766124,0.6806901761969298
2006,-1.6005268209532895,-0.5656367411768337,-2.7999826749340584,-1.7246335722015171,-1.2461889213013178,-1.6285920953788062,AFG,-1.5798579444227239,-1.7544544965463518,0.3151830988470962,-1.57858047652894,-1.2608309030107916,0.43296271510044676,-1.5115209650685077,0.6549395065648009
2007,-1.5291870911476972,-0.6812681623909244,-2.6692290412041237,-1.7037081230868745,-1.278393292490172,-1.611410082889586,AFG,-1.5728480750166605,-1.7313335214259227,-0.3952196314286031,-1.5710423047396196,-1.192277586526991,0.316344008436323,-1.4891634344463085,0.6074805846212403
2008,-1.5183512269836577,-0.47433311626854546,-2.537851438035799,-1.680468259097846,-1.1550595136059048,-1.5687714042115863,AFG,-1.4062441333596365,-1.706498670027666,0.6701561640946536,-1.4964690541384604,-1.225190303707771,0.09479913391198941,-1.482416506986468,0.5769419860230176
2009,-1.4144555424780614,-0.26502258606772056,-2.4058539325762105,-1.6558903751621727,-1.088226097846074,-1.5256482214661728,AFG,-1.3442742795019893,-1.6801863136370419,0.300730101722739,-1.4851639548777684,-1.0993548701052758,-0.052527274771700744,-1.3220619206497883,0.507867492367456
2010,-1.3438361350465833,-0.4368770329900653,-2.2732410532263825,-1.63094956182938,-1.1080938999229817,-1.49194897043078,AFG,-1.4814877482726274,-1.6527046109093209,-0.2977414530840345,-1.3770574114375245,-1.0314019287312344,-0.4005808013276696,-1.2624165714350353,0.4770354610713365
