population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2021,832.1909224479078,836.1761125841944,828.2440261812264
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2022,60777800.591417566,61718745.224351056,59945744.931595206
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2022,1.0,1.0,1.0
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2022,760.2146114324852,771.9840379590198,749.8071787191117
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2023,60043088.86146642,61239779.90044624,59045446.995901234
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2023,1.0,1.0,1.0
1,Toute la population,1,Décès,1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2023,744.4132752036382,759.2498319602228,732.0445269811883
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,1990,2741612915.302581,2900167403.4165382,2599879249.0753536
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,1990,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,1990,51378.61905662745,54349.97602648127,48722.48915442927
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,1991,2749405039.957313,2915383354.1065884,2607510759.976934
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,1991,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,1991,50735.15426709617,53797.97522325718,48116.759348996035
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,1992,2735364397.0852523,2903049122.12862,2591003387.45147
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,1992,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,1992,49733.41938026228,52782.203214376765,47108.69901688937
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,1993,2746343066.314871,2915287616.470166,2599728028.357472
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,1993,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,1993,49216.77979638901,52244.4083635478,46589.31488623455
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,1994,2807208505.6879277,2986819452.0890803,2654814546.0325804
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,1994,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,1994,49620.27125521029,52795.07778018776,46926.552708678326
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,1995,2760996633.374021,2939551526.1913958,2610641216.1602783
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,1995,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,1995,48165.927465086075,51280.83963557578,45542.958631310285
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,1996,2758559257.072742,2939227983.881215,2606061881.761929
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,1996,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,1996,47503.91176466215,50615.126879921576,44877.8228588198
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,1998,2746473628.7088494,2927525173.438613,2584099617.847094
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,1998,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,1998,46103.731466130455,49142.956642915895,43378.03706455409
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,1997,2747761318.011553,2927801788.0422635,2590804599.58617
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,1997,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,1997,46714.047772701655,49774.873712314424,44045.663297416984
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,1999,2742360845.162711,2924873709.1927557,2583360280.431536
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,1999,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,1999,45461.1556457863,48486.740602508435,42825.34299051082
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2000,2729512711.5849824,2910686085.99916,2565963067.411395
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2000,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2000,44685.12826203564,47651.13587174642,42007.64051996052
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2001,2716787036.332418,2904857806.794733,2553349155.0511327
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2001,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2001,43919.39697535114,46959.736434032166,41277.2711506883
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2002,2711835841.1703253,2899839334.895952,2540977565.3755403
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2002,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2002,43287.02101963136,46287.98112979542,40559.737286809606
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2003,2704662226.411741,2895434877.2533636,2534220039.5511885
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2003,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2003,42623.37923451957,45629.808268427,39937.34254676783
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,1,#,2004,2698101360.185738,2893995706.9933486,2522360334.1909575
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,2,%,2004,1.0,1.0,1.0
1,Toute la population,2,AVAIs (Années de Vie Ajustées en fonction de l’Incapacité),1,Global,3,Les deux,22,Tout age,294,Toutes causes,3,Taux,2004,41976.21949962673,45023.88265330686,39242.0954258971
